	random	noun/verb	location	#1 String	#2 String	label
7248	get	V	2-4	did you get it ?	I just do n't get him	T
7250	extend	V	0-2	extend the loan	The war extended over five years	F
7251	check	N	10-6	I was not carrying cash , so I wrote a check for the amount .	he paid all his bills by check	T
7252	withholding	N	3-5	I resented his withholding permission	there were allegations of the withholding of evidence	T
7254	raise	V	0-0	raise from the dead	raise a protest	F
7256	material	N	3-5	he was university material	she was vice - presidential material	T
7257	air	N	0-7	air pollution	open a window and let in some air	T
7258	price	N	1-7	what price glory ?	they say that every politician has a price	F
7260	help	V	2-2	Can you help me carry this table ?	She never helps around the house	T
7261	home	N	0-5	home is where the heart is	there 's no place like home	T
7262	image	N	3-5	although her popular image was contrived it served to inspire music and pageantry	The number 6 is the image of 3 under f that is defined as f(x ) = 2*x .	F
7263	check	N	2-2	Place a check by the things you have done .	Put a check mark in the box corresponding to the correct answer .	T
7264	bit	N	5-7	A horse hates having a bit put in its mouth .	the horse was not accustomed to a bit	T
7265	make	V	2-1	Do n't make this into a big deal	He makes a great host	F
7266	rest	N	8-4	a body will continue in a state of rest until acted upon	The boulder came to rest just behind the house after rolling down the mountain .	T
7268	carry	V	2-1	These bonds carry warrants	Sound carries well over water	F
7269	bed	N	6-5	My cat often sleeps on my bed .	he worked in the coal beds	F
7271	drive	V	1-1	I drive to work every day .	We drove to the university every morning	T
7272	business	N	0-0	business is good today	Business has been slow lately .	T
7273	live	V	2-4	Can you live on $ 2000 a month in New York City ?	The holocaust survivors have lived a nightmare	F
7274	loss	N	5-2	the company operated at a loss last year	a serious loss of business	F
7276	trojan	N	4-12	the contents of a trojan can be a virus or a worm	when he downloaded the free game it turned out to be a trojan horse	T
7277	lead	N	5-2	the children were playing with lead soldiers	the trail led straight to the perpetrator	F
7278	call	N	3-5	the salesman 's call on a customer	That sound is the distinctive call of the cuckoo bird .	F
7279	competition	N	5-11	The newspaper is featuring a competition to win a car .	The new stain remover was ten times more effective than the competition .	F
7283	keep	V	0-4	keep your cool	The abundance of squirrels kept the dogs running for hours .	F
7284	appearance	N	4-4	David Beckham 's first appearance with the LA Galaxy at Giants Stadium against the New York Red Bulls last night drew a crowd of 66237 .	A person makes his appearance as an historian , an artist , or an orator .	T
7285	window	N	1-3	Launch window ; window of opportunity	they had a window of less than an hour when an attack would have succeeded	T
7286	set	N	7-3	his instructions deliberately gave them the wrong set	the subjects ' set led them to solve problems the familiar way and to overlook the simpler solution	T
7287	sequence	N	7-1	he invented a technique to determine the sequence of base pairs in DNA	the sequence of names was alphabetical	T
7288	outwardness	N	6-1	what is the origin of the outwardness of our sensations of sound , smell , or taste	the outwardness of the world	F
7290	hold	V	0-1	hold these truths to be self - evident	This holds the local until the express passengers change trains	F
7291	run	V	2-1	the heifers run with the bulls to produce offspring	He ran his eyes over her body	F
7292	shuck	V	2-0	Shall we shuck walnuts ?	shuck oysters	T
7293	read	V	2-0	The gauge read ` empty '	read the advertisement	F
7294	block	V	0-1	block an attack	He blocked the basketball player 's shot .	T
7295	voice	N	14-2	O Marcus , I am warm'd ; my heart Leaps at the trumpet 's voice . —	A shrill voice sounded behind us	F
7297	carry	V	1-2	To carry an account to the ledger	The jar carries wine	F
7298	society	N	5-9	they formed a small lunch society	It was then that they decided to found a society of didgeridoo - playing unicyclists .	T
7300	camp	V	4-3	The houseguests had to camp in the living room	Can we go camping again this summer ?	T
7301	floor	N	1-1	the floor of the cave	The floor of a cave served the refugees as a home .	T
7302	degree	N	4-3	murder in the second degree	he earned his degree at Princeton summa cum laude	F
7303	side	N	5-3	it brought out his better side	John wrote 15 sides for his essay !	F
7304	dozen	N	4-7	Can I have a dozen eggs , please ?	There should n't be more than two dozen Christmas cards left to write .	T
7305	sake	N	2-3	for your sake	died for the sake of his country	T
7306	take	V	4-1	This box wo n't take all the items	We took a pay cut	F
7308	consummate	V	12-0	After the reception , he escorted her to the honeymoon suite to consummate their marriage .	consummate a marriage	T
7309	lift	V	2-0	You never lift a finger to help me !	lift an embargo	F
7310	pull	V	0-0	pull your knees towards your chin	Pull the rope	T
7311	suffer	V	17-2	I 've been suffering your insults for years ;    we hope you never have to suffer the same pain	Many saints suffered martyrdom	T
7312	break	V	3-2	I had to break a $ 100 bill just to buy the candy	The wholesaler broke the container loads into palettes and boxes for local retailers .	T
7313	present	N	4-5	he lives in the present with no thought of tomorrow	that is enough for the present	T
7314	make	V	0-3	make merry	What do you make of his remarks ?	F
7315	shade	N	6-8	after several trials he mixed the shade of pink that she wanted	I 've painted my room in five lovely shades of pink and chartreuse .	T
7316	bear	V	0-0	bear news	Bear gifts	T
7317	do	V	3-1	Will $ 100 do ?	We did 6 miles on our hike every day	F
7318	mean	V	9-4	The sky is red this morning — does that mean we 're in for a storm ?	My ex - husband means nothing to me	F
7319	make	V	0-0	make clay into bricks	Make a quorum	F
7320	floor	N	8-5	we spread our sleeping bags on the dry floor of the tent	the fire spared the forest floor	F
7321	pay	V	0-1	pay a visit	It pays to go through the trouble	F
7322	work	V	4-2	He used pliers to work the wire into shape .	The medicine works only if you take it with a lot of water	F
7324	turn	V	0-4	turn your dance partner around	The alchemists tried to turn lead into gold	F
7325	work	V	4-2	She never did any work because she inherited a lot of money	His fingers worked with tension .	F
7326	keep	V	1-0	I keep a small stock of painkillers for emergencies .	keep your cool	F
7327	break	V	8-1	My daughter 's fancy wedding is going to break me !	I broke in the new intern	F
7328	work	V	7-2	this unpleasant situation is n't going to work itself out	The medicine works only if you take it with a lot of water	F
7329	head	N	6-1	they tracked him back toward the head of the stream	The head of the compass needle is pointing due north .	F
7330	shag	N	4-3	the dog 's woolly shag	he bought a shag rug	F
7331	load	V	0-1	load the camera	He loaded carbs into his system before the marathon .	T
7332	grip	N	1-4	The grip of a sword	There are several good grips on the northern face of this rock .	T
7333	make	V	0-0	make revolution	make love , not war	T
7334	carry	V	1-2	To carry well , i.e. to hold the head high , with arching neck	The jar carries wine	F
7338	source	N	6-6	he spent hours looking for the source of that quotation	The accused refused to reveal the source of the illegal drugs she was selling .	F
7339	view	V	0-0	view an exhibition	view a show on television	T
7340	smoke	N	5-3	he showed batters nothing but smoke	it was just smoke and mirrors	F
7341	say	V	1-3	Please say your name slowly and clearly .	I can not say ` zip wire '	T
7342	feast	N	3-2	We had a feast to celebrate the harvest .	the Thanksgiving feast	F
7343	ease	N	5-6	a life of luxury and ease	He passed all the exams with ease .	F
7344	drive	V	1-3	You drive nails into wood with a hammer .	Their debts finally drove them to sell the business .	F
7345	accept	V	1-3	We accept the idea of universal health care	People did not accept atonal music at that time	T
7347	beg	V	0-0	beg money and food	beg the point in the discussion	F
7348	shower	N	7-3	the game was interrupted by a brief shower	he took a shower after the game	F
7350	appearance	N	5-5	it was Bernhardt 's last appearance in America	the rookie made a brief appearance in the first period	T
7351	run	V	0-2	run amok	Who 's running for treasurer this year ?	F
7352	series	N	2-6	a comedy series	his coin collection included the complete series of Indian - head pennies	F
7354	consider	V	0-1	consider the possibility of moving	Please consider your family	F
7357	see	V	13-3	They 're blind to the damage they do , but someday they 'll see .	We had to see a psychiatrist	F
7358	liver	N	2-5	a high liver	I 'd like some goose liver pate .	F
7360	give	V	2-5	do n't give the child this tough meat	When they asked , I gave my coat .	F
7361	notice	N	6-2	you did n't give me enough notice	an obituary notice	T
7362	membership	N	3-2	they polled their membership	He has memberships in clubs in three cities .	T
7363	field	N	8-5	anthropologists do much of their work in the field	The design needs to be field - tested before we commit to manufacture .	T
7364	air	N	6-7	There was a tension in the air which made me suspect an approaching storm .	The flock of birds took to the air .	T
7365	read	V	0-2	read the advertisement	Have you read Salman Rushdie ?	T
7366	send	V	1-7	To send a message , or a letter	Every day at two o'clock , he sends his secretary out to buy him a coffee .	T
7367	cover	N	1-6	the cover concealed their guns from enemy aircraft	the fox was flushed from its cover	F
7368	volume	N	1-7	The volume of ticket sales decreased this week .	the gas expanded to twice its original volume	T
7369	know	V	3-1	She does n't know this composer	I know him under a different name	T
7370	fair	N	1-1	world fair	book fair	T
7372	head	N	1-3	12 head of big cattle and 14 head of branded calves	They shot 20 head of quail	T
7374	place	N	1-5	a place in my heart	a political system with no place for the less prominent groups	T
7379	see	V	2-2	I must see your passport before you can enter the country	I can see a risk in this strategy	F
7380	break	V	0-2	break a circuit	The clouds broke after the heavy downpour	F
